wavelength,fit numbers
6273.130270145999,701.6165287159383
6274.111661276626,701.0166553892195
6275.093052407254,700.4456311501563
6276.074443537881,699.9030088149011
6277.055834668508,699.3883411772549
6278.037225799136,698.9011810608208
6279.018616929763,698.4410812743008
6280.00000806039,698.007594589144
6280.981399191018,697.6002738364041
6281.962790321645,697.2186718024313
6282.9441814522725,696.8623413257301
6283.9255725829,696.5308351702988
6284.906963713527,696.2237061597407
6285.8883548441545,695.9405071027577
6286.869745974782,695.6807907857001
6287.851137105409,695.4441100247204
6288.8325282360365,695.2300176359713
6289.813919366664,695.0380663909018
6290.795310497291,694.8678091354668
6291.776701627919,694.7187986336648
6292.758092758546,694.5905877240002
6293.739483889173,694.482729177922
6294.720875019801,694.3947758190334
6295.702266150428,694.3262804560363
6296.683657281055,694.2767959050834
6297.665048411683,694.2458749227226
6298.64643954231,694.2330703549087
6299.627830672937,694.237934987992
6300.609221803565,694.2600216381252
6301.590612934192,694.2988831065595
6302.572004064819,694.3540721796453
6303.553395195447,694.4251416958869
6304.534786326074,694.5116444267333
6305.516177456701,694.6131331957877
6306.497568587329,694.7291607968509
6307.478959717955,694.8592800535262
6308.4603508485825,695.0030437298119
6309.44174197921,695.160004671663
6310.423133109837,695.3297156654298
6311.4045242404645,695.5117295123637
6312.385915371092,695.7055990286171
6313.367306501719,695.9108770079911
6314.348697632347,696.1271162591875
6315.330088762974,696.3538695834577
6316.311479893601,696.5906897969544
6317.292871024229,696.8371296711266
6318.274262154856,697.0927420519292
6319.255653285483,697.3570797257125
6320.237044416111,697.6296954788268
6321.218435546738,697.9101421497762
6322.199826677365,698.1979725249112
6323.181217807993,698.4927393905818
6324.16260893862,698.7939956001937
6325.144000069247,699.1012939028442
6326.125391199875,699.4141871444881
6327.106782330502,699.7322280965745
6328.088173461129,700.0549695976079
6329.069564591757,700.3819644264877
6330.050955722384,700.7127653993666
6331.032346853011,701.0469253100455
6332.013737983639,701.3839969597757
6332.995129114266,701.723533179611
6333.976520244893,702.065086748451
6334.957911375521,702.4082104749978
6335.939302506148,702.7524571679533
6336.9206936367755,703.0973796360195
6337.902084767403,703.4425306729972
6338.88347589803,703.7874630950391
6339.8648670286575,704.1317296884954
6340.846258159285,704.474883262068
6341.827649289912,704.8164766393602
6342.8090404205395,705.1560626141727
6343.790431551167,705.4931939803064
6344.771822681794,705.8274235613644
6345.753213812422,706.158304143697
6346.734604943049,706.4853885360062
6347.715996073676,706.808229546994
6348.697387204304,707.1263799853623
6349.678778334931,707.439392644912
6350.660169465558,707.7468203268945
6351.641560596186,708.0482158474624
6352.622951726813,708.3431320078671
6353.604342857439,708.6311216168106
6354.585733988068,708.911737460643
6355.567125118694,709.1845323555171
6356.548516249321,709.449059125036
6357.529907379949,709.7048705331981
6358.511298510576,709.9515194110572
6359.4926896412035,710.1885585598648
6360.474080771831,710.4155407808721
6361.455471902458,710.6320188753307
6362.4368630330855,710.8375456444919
6363.418254163713,711.0316739194095
6364.39964529434,711.213956464082
6365.3810364249675,711.3839461021125
6366.362427555595,711.5411956496537
6367.343818686222,711.6852579005063
6368.32520981685,711.8156856559217
6369.306600947477,711.9320317097008
6370.287992078104,712.0338488928974
6371.269383208732,712.1206899918616
6372.250774339359,712.192107822746
6373.232165469986,712.247655171901
6374.213556600614,712.2868848480284
6375.194947731241,712.3093496821821
6376.176338861868,712.3146024383605
6377.157729992496,712.3021959550679
6378.139121123123,712.271683011204
6379.12051225375,712.2226164229214
6380.101903384378,712.1545489914715
6381.083294515005,712.0670335181057
6382.064685645632,711.9596228189766
6383.04607677626,711.8318696804345
6384.027467906887,711.6833269260824
6385.008859037514,711.5135473497212
6385.990250168142,711.3220837675035
6386.971641298769,711.108488958329
6387.953032429396,710.8723157458007
6388.934423560024,710.6131169386208
6389.915814690651,710.33044533059
6390.8972058212785,710.0238537155092
6391.878596951906,709.692894924432
6392.859988082533,709.3371217437088
6393.8413792131605,708.956086974591
6394.822770343788,708.5493434332311
6395.804161474415,708.11644391343
6396.7855526050425,707.6569412462413
6397.76694373567,707.1703881956637
6398.748334866297,706.6563375853002
6399.729725996925,706.1143422089517
6400.711117127552,705.5439549051225
6401.692508258178,704.9447284378111
6402.673899388807,704.3162156306207
6403.655290519433,703.6579692848027
6404.63668165006,702.9695422016084
6405.618072780688,702.2504871971905
6406.599463911315,701.5003570578992
6407.580855041942,700.7187045998871
6408.56224617257,699.9050826244056
6409.543637303197,699.0590439327061
6410.525028433824,698.1801413334906
6411.506419564452,697.2679276354611
6412.487810695079,696.3219556324184
6413.4692018257065,695.3417781405151
6414.450592956334,694.3269479386508
6415.431984086961,693.2770178727806
6416.4133752175885,692.1915407069027
6417.394766348216,691.0700692720711
6418.376157478843,689.9121563695371
6419.3575486094705,688.7173547782004
6420.338939740098,687.4852173291147
6421.320330870725,686.215296830982
6422.301722001353,693.1949922153726
6423.28311313198,691.564421533607
6424.264504262607,689.9635055465624
6425.245895393235,688.3918903740123
6426.227286523862,686.8492219252512
6427.208677654489,685.335145923309
6428.190068785117,683.8493078844622
6429.171459915744,682.3913531349972
6430.152851046371,680.9609268186614
6431.134242176999,679.5576738612726
6432.115633307626,678.1812390284613
6433.097024438253,676.831266853027
6434.078415568881,675.5074016796425
6435.059806699508,674.2092877002433
6436.041197830135,672.9365688366815
6437.022588960763,671.6888888822868
6438.00398009139,670.4658914031461
6438.985371222017,669.2672197697684
6439.966762352645,668.0925171887502
6440.948153483272,666.9414266208187
6441.929544613899,665.8135908870026
6442.910935744527,664.7086525475606
6443.892326875154,663.6262540379539
6444.8737180057815,662.5660375533625
6445.855109136409,661.5276451176032
6446.836500267036,660.5107185179368
6447.8178913976635,659.514899414964
6448.799282528291,658.5398292159662
6449.780673658917,657.5851491400972
6450.762064789546,656.6505002574995
6451.743455920172,655.7355233812705
6452.724847050799,654.8398591810837
6453.706238181427,653.9631480900571
6454.687629312054,653.1050303773955
6455.669020442681,652.2651460887864
6456.650411573309,651.4431351227686
6457.631802703936,650.6386371096596
6458.613193834563,649.8512915605679
6459.594584965191,649.080737750046
6460.575976095818,648.3266147514805
6461.557367226445,647.5885614613071
6462.538758357073,646.8662165878341
6463.5201494877,646.1592186158523
6464.501540618327,645.467205860652
6465.482931748955,644.7898164251819
6466.464322879582,644.1266882410273
6467.4457140102095,643.4774590181187
6468.427105140837,642.8417662801221
6469.408496271464,642.219247370027
6470.3898874020915,641.6095394054428
6471.371278532719,641.0122793437913
6472.352669663346,640.4271039133891
6473.334060793974,639.8536496972665
6474.315451924601,639.2915530176833
6475.296843055228,638.7404500534758
6476.278234185856,638.199976763688
6477.259625316483,637.6697689080611
6478.24101644711,637.1494620805606
6479.222407577738,636.6386916516349
6480.203798708365,636.1370928110555
6481.185189838992,635.6443005511537
6482.16658096962,635.1599496556446
6483.147972100247,634.6836747312918
6484.129363230874,634.2151101799682
6485.110754361502,633.7538902116939
6486.092145492129,633.2996488520876
6487.073536622756,632.8520199069753
6488.054927753384,632.4106370089576
6489.036318884011,631.9751335876063
6490.017710014638,631.5451428676024
6490.999101145266,631.1202978929505
6491.980492275893,630.7002315251157
6492.96188340652,630.2845763871446
6493.943274537148,629.8729649474844
6494.924665667775,629.46502945479
6495.9060567984025,629.060401991941
6496.88744792903,628.6587144164369
6497.868839059656,628.2595984051004
6498.8502301902845,627.862685428001
6499.831621320911,627.4676067745313
6500.813012451538,627.0739935310557
6501.794403582166,626.6814766088501
6502.775794712793,626.2896866677329
6503.75718584342,625.8982542390004
6504.738576974048,625.5068096453324
6505.719968104675,625.1149829803035
6506.701359235302,624.7224041419104
6507.68275036593,624.32870290149
6508.664141496557,623.9335087342188
6509.645532627184,623.5364510221407
6510.626923757812,623.137158867903
6511.608314888439,622.7352612419054
6512.589706019066,622.3303868612275
6513.571097149694,621.9221642958
6514.552488280321,621.5102219088003
6515.533879410948,621.0941878585145
6516.515270541576,620.673690107651
6517.496661672203,620.2483564363793
6518.4780528028305,619.8178144125268
6519.459443933458,619.3816914083436
6520.440835064085,618.9396146545187
6521.4222261947125,618.4912110967562
6522.40361732534,618.0361075522378
6523.385008455967,617.5739306258038
6524.3663995865945,617.1043067118153
6525.347790717222,616.6268620332703
6526.329181847849,616.141222612001
6527.310572978477,615.6470142519102
6528.291964109104,615.1438625929877
6529.273355239731,614.6313930647448
6530.254746370359,614.1092308973894
6531.236137500986,613.5770011497661
6532.217528631613,613.034328632988
6533.198919762241,612.4808380408213
6534.180310892868,611.9161537988111
6535.161702023495,611.3399002002552
6536.143093154123,610.7517012776807
6537.12448428475,610.1511809071526
6538.105875415377,609.5379627728835
6539.087266546005,608.9116703728214
6540.068657676632,612.7439523283607
6541.050048807259,612.5609317658472
6542.031439937887,612.3779112033336
6543.012831068514,612.19489064082
6543.994222199141,612.0118700783064
6544.975613329769,611.8288495157929
6545.957004460395,611.6458289532793
6546.938395591023,611.4628083907658
6547.91978672165,611.2797878282522
6548.901177852277,611.0967672657385
6549.882568982905,610.913746703225
6550.863960113532,610.7307261407115
6551.845351244159,610.5477055781979
6552.826742374787,610.3646850156844
6553.808133505414,610.1816644531707
6554.789524636041,609.9986438906571
6555.770915766669,609.8156233281436
6556.752306897296,609.63260276563
6557.733698027923,609.4495822031165
6558.715089158551,609.2665616406028
6559.696480289178,609.0835410780893
6560.677871419805,608.9005205155757
6561.659262550433,608.7174999530622
6562.64065368106,608.5344793905487
6563.622044811687,608.351458828035
6564.603435942315,608.1684382655214
6565.584827072942,607.9854177030079
6566.566218203569,607.8023971404943
6567.547609334197,607.6193765779808
6568.529000464824,607.4363560154673
6569.510391595451,607.2533354529536
6570.491782726079,607.07031489044
6571.473173856706,606.8872943279265
6572.4545649873335,606.704273765413
6573.435956117961,606.5212532028994
6574.417347248588,606.3382326403857
6575.3987383792155,606.1552120778722
6576.380129509843,605.9721915153586
6577.36152064047,605.7891709528451
6578.3429117710975,605.6061503903315
6579.324302901725,605.423129827818
6580.305694032352,605.2401092653043
6581.28708516298,605.0570887027908
6582.268476293607,604.8740681402772
6583.249867424234,604.6910475777637
6584.231258554862,604.5080270152501
6585.212649685489,604.3250064527365
6586.194040816116,604.1419858902229
6587.175431946744,603.9589653277094
6588.156823077371,603.7759447651958
6589.138214207998,603.5929242026823
6590.119605338626,603.4099036401686
6591.100996469253,603.2268830776551
6592.082387599879,603.0438625151415
6593.063778730508,602.860841952628
6594.045169861134,602.6778213901144
6595.026560991762,602.4948008276008
6596.007952122389,602.3117802650872
6596.989343253016,602.1287597025737
6597.9707343836435,601.9457391400601
6598.952125514271,601.7627185775466
6599.933516644898,601.579698015033
6600.9149077755255,601.3966774525194
6601.896298906153,601.2136568900058
6602.87769003678,601.0306363274923
6603.859081167408,607.7890333500691
6604.840472298035,606.9874590095133
6605.821863428662,606.2014084882103
6606.80325455929,605.4307333645411
6607.784645689917,604.6752851251513
6608.766036820544,603.9349151914939
6609.747427951172,603.2094749049284
6610.728819081799,602.4988155248575
6611.710210212426,601.8027882324532
6612.691601343054,601.121244140435
6613.672992473681,600.4540342646651
6614.654383604308,599.8010095572099
6615.635774734936,599.1620208956301
6616.617165865563,598.5369190662168
6617.59855699619,597.9255547863431
6618.579948126818,597.3277786914259
6619.561339257445,596.7434413405135
6620.542730388072,596.1723932125606
6621.5241215187,595.6144847106189
6622.505512649327,595.0695661576465
6623.486903779954,594.5374878053553
6624.468294910582,594.0180998123251
6625.449686041209,593.5112522775307
6626.4310771718365,593.0167952086776
6627.412468302464,592.534578546416
6628.393859433091,592.0644521382637
6629.3752505637185,591.6062657590955
6630.356641694346,591.1598691171966
6631.338032824973,590.7251118314452
6632.3194239556005,590.3018434457481
6633.300815086228,589.8899134276435
6634.282206216855,589.4891711552627
6635.263597347483,589.0994659434073
6636.24498847811,588.7206470267847
6637.226379608737,588.3525635581464
6638.207770739365,587.995064613875
6639.189161869992,587.6479991758242
6640.170553000618,587.3112161825411
6641.151944131247,586.9845644677989
6642.133335261873,586.6678927894682
6643.1147263925,586.3610498397611
6644.096117523128,586.0638842177577
6645.077508653755,585.7762444578111
6646.058899784382,585.497979010921
6647.04029091501,585.2289362461306
6648.021682045637,584.9689644630998
6649.0030731762645,584.7179118683562
6649.984464306892,584.4756266050972
6650.965855437519,584.2419567364268
6651.9472465681465,584.0167502453551
6652.928637698774,583.7998550292104
6653.910028829401,583.5911189145409
6654.8914199600285,583.3903896557167
6655.872811090656,583.1975149177015
6656.854202221283,583.0123422960751
6657.835593351911,582.8347192988731
6658.816984482538,582.664493361488
6659.798375613165,582.501511846669
6660.779766743793,582.3456220370717
6661.76115787442,582.1966711166315
6662.742549005047,582.0545062283054
6663.723940135675,581.9189744074829
6664.705331266302,581.7899226224981
6665.686722396929,581.6671977648512
6666.668113527557,581.5506466366351
6667.649504658184,581.4401159915142
6668.630895788811,581.3354524620809
6669.612286919439,581.2365026287735
6670.593678050066,581.1431129956618
6671.575069180693,581.055129986722
6672.556460311321,580.9723999425769
6673.537851441948,580.8947691218928
6674.519242572575,580.8220837139525
6675.500633703203,580.7541898279451
6676.48202483383,580.690933492966
6677.463415964457,580.6321606636047
6678.444807095085,580.5777172106318
6679.426198225712,580.5274489284493
6680.4075893563395,580.4812015425414
6681.388980486967,580.4388206875883
6682.370371617594,580.4001519200392
6683.3517627482215,580.3650407381356
6684.333153878849,580.3333325339481
6685.314545009476,580.3048726492561
6686.295936140104,580.2795063122176
6687.277327270731,580.2570787118748
6688.258718401357,580.2374349348247
6689.240109531986,580.2204199987464
6690.221500662612,580.2058788337745
6691.202891793239,580.1936563099734
6692.184282923867,580.1835972024128
6693.165674054494,580.1755462139845
6694.147065185121,580.1693479674868
6695.128456315749,580.1648470205255
6696.109847446376,580.1618878282607
6697.091238577003,580.1603147848509
6698.072629707631,580.1599722118117
6699.054020838258,580.1607043333352
6700.0354119688855,580.1623553065583
6701.016803099513,580.164769215975
6701.99819423014,580.1677900529467
6702.9795853607675,580.1712617548183
6703.960976491395,580.1750281453133
6704.942367622022,580.1789330109023
6705.9237587526495,580.1828200286254
6706.905149883277,580.1865328047425
6707.886541013904,580.1899148761295
6708.867932144532,580.1928096977063
6709.849323275159,580.1950606461614
6710.830714405786,580.1965110218152
6711.812105536414,580.1970040262677
6712.793496667041,580.1963828257285
6713.774887797668,580.1944904634729
6714.756278928296,580.1911699441262
6715.737670058923,580.1862641531043
6716.71906118955,580.1796159399673
6717.700452320178,580.1710680369288
6718.681843450805,580.1604631314985
6719.663234581432,580.1476438124664
6720.64462571206,580.1324525978416
6721.626016842687,580.1147319255397
6722.607407973314,580.0943241626956
6723.588799103942,580.0710715781897
6724.570190234569,580.0448163906112
6725.551581365196,580.0154007212259
6726.532972495824,579.9826666149311
6727.514363626451,579.946456043981
6728.495754757078,579.9066109079868
6729.477145887706,579.8629730078392
6730.458537018333,579.8153840908781
6731.4399281489605,579.763685811311
6732.421319279588,579.7077197520994
6733.402710410215,579.6473274049349
6734.384101540842,579.582350207027
6735.36549267147,579.5126294950023
6736.346883802096,579.4380065407604
6737.3282749327245,579.3583225305192
6738.309666063351,579.2734185741283
6739.291057193979,579.1831357222982
6740.272448324606,579.0873149009421
6741.253839455233,578.9857970145531
6742.23523058586,578.8784228521399
6743.216621716488,578.7650331286713
6744.198012847115,578.6454684939235
6745.179403977742,578.519569511991
6746.16079510837,578.3871766705997
6747.142186238997,578.248130377382
6748.123577369624,578.1022709603421
6749.104968500252,577.9494386711158
6750.086359630879,577.7894736994058
6751.067750761506,577.6222161212936
6752.049141892134,577.4475059700198
6753.030533022761,577.2651831801049
6754.0119241533885,577.0750876115635
6754.993315284016,576.8770590554923
6755.974706414643,576.670937213581
6756.9560975452705,576.4565617190674
6757.937488675898,576.2337721120566
6758.918879806525,576.0024078725837
6759.9002709371525,575.7623083875515
6760.88166206778,575.5133129842579
6761.863053198407,575.2552608894184
6762.844444329035,574.9879912664182
6763.825835459662,574.7113432022743
6764.807226590289,574.4251556945965
6765.788617720917,574.1292676613666
6766.770008851544,573.8235179665498
6767.751399982171,573.5077453712001
6768.732791112799,573.1817885674536
6769.714182243426,572.8454861673526
6770.695573374053,572.4986767009832
6771.676964504681,572.1411986406893
6772.658355635308,571.772890351247
6773.639746765935,571.3935901378281
6774.621137896563,571.0031362213194
6775.60252902719,570.6013667499647
6776.583920157817,570.1881197900511
6777.565311288445,569.7632333314978
6778.546702419072,569.3265452804044
6779.528093549699,568.8778934702277
6780.509484680327,568.4171156543307
6781.490875810954,567.9440495157614
6782.4722669415805,567.4585326514207
6783.453658072209,566.9604025701992
6784.435049202835,566.4494967292994
6785.4164403334635,565.9256524816155
6786.39783146409,565.3887071185745
6787.379222594718,564.8384978459217
6788.360613725345,564.2748617948964
6789.342004855972,563.6976360087283
6790.323395986599,563.1066574789584
6791.304787117227,562.50176308956
6792.286178247854,561.8827896551229
6793.267569378481,561.2495739194565
6794.248960509109,560.6019525462762
6795.230351639736,559.9397621136159
6796.211742770363,559.2628391305916
6797.193133900991,558.571020024363
6798.174525031618,557.8641411382705
6799.155916162245,557.1420387565158
6800.137307292873,556.4045490534045
6801.1186984235,555.6515081599355
6802.100089554127,554.8827521046624
6803.081480684755,554.0981168509461
6804.062871815382,553.2974382746033
6805.044262946009,552.4805521788076
6806.025654076637,551.6472942866385
6807.007045207264,550.7975002503954
6807.9884363378915,549.9310056315735
6808.969827468519,549.0476459283382
6809.951218599146,548.1472565433942
6810.9326097297735,547.2296728217043
6811.914000860401,546.2947300076485
6812.895391991028,545.3422632897273
6813.8767831216555,544.3721077651717
6814.858174252283,543.3840984459966
6815.83956538291,542.3780702864751
6816.820956513538,541.3538581547327
6817.802347644165,540.3112968257628
6818.783738774792,539.2502210186794
6819.76512990542,538.1704653669149
6820.746521036047,537.0718644126318
6821.727912166674,535.9542526383884
6822.709303297302,534.8174644391984
6823.690694427929,533.6613341416232
6824.672085558556,532.485695975367
6825.653476689184,531.290384111926
6826.634867819811,530.0752326371148
6827.616258950438,528.8400755454786
6828.597650081066,527.5847467738204
6829.579041211693,526.3090801825747
6830.5604323423195,525.012909529265
6831.541823472948,523.6960685080849
6832.523214603574,522.3583907526918
6833.504605734202,520.9997097849846
6834.485996864829,519.6198590686545
6835.467387995457,518.2186719872989
6836.4487791260835,516.795981851872
6837.430170256711,515.3516218778677
6838.411561387338,513.8854252137244
6839.392952517966,512.3972249338403
6840.374343648593,510.8868540399708
6841.35573477922,509.3541454281658
6842.337125909848,507.79893193859607
6843.318517040475,506.2210463308729
6844.299908171102,504.62032129382715
6845.28129930173,502.99658941384405
6846.262690432357,501.34968322329223
6847.244081562984,499.67943516140804
6848.225472693612,497.9856776064262
6849.206863824239,496.26824283227324
6850.188254954866,494.52696306584403
6851.169646085494,492.76167042413726
6852.151037216121,490.9721969794482
6853.132428346748,489.158374694176
6854.113819477376,487.3200354767032
6855.095210608003,485.45701113855466
6856.07660173863,483.56913342606276
6857.057992869258,481.6562340115197
6858.039383999885,479.7181444778107
6859.020775130512,477.7546963291243
6860.00216626114,475.7657209932804
6860.983557391767,473.75104982731864
6861.9649485223945,471.7105141081847
6862.946339653022,469.64394502714276
6863.927730783649,467.5511737028137
6864.9091219142765,465.43203118117526
6865.890513044904,463.286348413676
6866.871904175531,461.11395629588515
6867.8532953061585,458.91468562791124
6868.834686436786,456.68836713721976
6869.816077567413,454.4348314711824
6870.797468698041,452.15390920452774
6871.778859828668,449.84543082444
6872.760250959295,447.50922676408663
6873.741642089923,445.14512733742595
6874.72303322055,442.7529628141783
6875.704424351177,440.33256338210776
6876.685815481805,437.8837591409683
6877.667206612432,435.40638011228293
6878.648597743058,432.9002562407404
6879.629988873687,430.3652174002491
6880.611380004313,427.80109337950125
6881.592771134941,425.20771389454603
6882.574162265568,422.5849085720256
6883.555553396196,419.93250697944313
6884.5369445268225,417.25033858558163
6885.51833565745,394.49932844471186
6886.499726788077,397.45415617874824
6887.4811179187045,400.3364245784469
6888.462509049332,403.146133643575
6889.443900179959,405.88328337389976
6890.4252913105865,408.5478737698868
6891.406682441214,411.1399048315361
6892.388073571841,413.65937655838206
6893.369464702469,416.1062889506575
6894.350855833096,418.48064200859517
6895.332246963723,420.7824357319623
6896.313638094351,423.01167012075894
6897.295029224978,425.168345174985
6898.276420355605,427.25246089487337
6899.257811486233,429.264017280424
6900.23920261686,431.2030143307056
6901.220593747487,433.0694520471152
6902.201984878115,434.8633304289542
6903.183376008742,436.58464947598986
6904.164767139369,438.2334091886878
6905.146158269997,439.8096095668152
6906.127549400624,441.3132506106049
6907.108940531251,442.744332319824
6908.090331661879,444.1028546942398
6909.071722792506,445.3888177345507
6910.053113923133,446.60222143982537
6911.034505053761,447.74306581076235
6912.015896184388,448.8113508473616
6912.9972873150155,449.8070765491575
6913.978678445643,450.7302429166157
6914.96006957627,451.5808499495033
6915.9414607068975,452.3588976478204
6916.922851837525,453.06438601156697
6917.904242968152,453.6973150409758
6918.8856340987795,454.2576847358141
6919.867025229407,454.7454950956162
6920.848416360034,455.1607461213134
6921.829807490662,455.50343781290576
6922.811198621289,455.7735701694619
6923.792589751916,455.9711431914475
6924.773980882544,456.09615687909536
6925.755372013171,456.14861123240553
6926.736763143797,456.1285062506795
6927.718154274426,456.0358419348486
6928.699545405052,455.8706182844471
6929.68093653568,455.6328352992423
6930.662327666307,455.32249297969975
6931.643718796934,454.93959132558666
6932.625109927561,454.48413033713587
6933.606501058189,453.9561100138817
6934.587892188816,453.3555303562898
6935.5692833194435,452.6823913641274
6936.550674450071,451.93669303762726
